,age_group,education,country,music,artist_name,featured_artists,avg_plays_per_user,song_age,user_favorite_genre,user_genre_diversity,user_genre_affinity,energy_acousticness_ratio
158,Adult, Graduate , Non-Urban ,Drunk Texting,Chris Brown,"Conor Maynard, Bradley Cooper, Los Tucanes De Tijuana, Owl City, Papa Roach",243.66666666666666,24, Classical,3,31.0,1.9753753503853622
159,Senior, Middle School , Urban ,I'm Real - Murder Remix,Jennifer Lopez,DNCE,1.0,24,RnB,1,1.0,1.553730306161947
160,Elderly, Undergraduate , Non-Urban ,Highway Don't Care,Tim McGraw,"Capo Plaza, Alan Jackson, Mary J. Blige",344.6666666666667,11, Jazz,2,1033.0,5.525703058647365
161,Elderly, Undergraduate , Non-Urban ,Rap God,Eminem,"Machine Gun Kelly, Mariah Carey, Don Omar, Luis Fonsi",344.6666666666667,24, Jazz,2,1.0,0.4420097292294998
162,Elderly, Undergraduate , Non-Urban ,Yo Te Esperaré,Cali Y El Dandee,Avenged Sevenfold,344.6666666666667,24, Jazz,2,1033.0,9.848667329818818
163,Adult, High School , Non-Urban ,Fireflies,Owl City,"Astrid S, MKTO, Gavin James, Megadeth, James Arthur",152.0,24, Country,1,152.0,0.7239943390373875
164,Senior, Undergraduate , Non-Urban ,Blue Jeans,Lana Del Rey,"Grupo Firme, Beret, Natalia Lafourcade",527.5,12, Blues,2,651.0,0.21290984472646313
165,Young Adult, Middle School , Non-Urban ,Immigrant Song,Led Zeppelin,"Post Malone, Dominic Fike, Lil Tecca",515.0,54,Dance/Electronic,3,1726.0,71.69230217751523
166,Young Adult, Middle School , Non-Urban ,Halfway Off The Balcony,Big Sean,"Bibi Blocksberg, Ella Fitzgerald, Niska",515.0,24,Dance/Electronic,3,1726.0,1.2201673011162297
167,Young Adult, Undergraduate , Urban ,Strobe,deadmau5,Vince Staples,288.0,24, Metal,1,288.0,2.0948639818389165
168,Teen, Middle School , Non-Urban ,Lost Highway,Bon Jovi,"Henrique & Juliano, Lil Peep, Selena",317.5,24,Classical,2,1.0,0.6186077477465971
169,Teen, Middle School , Non-Urban ,No Frauds,Nicki Minaj,"Internet Money, John Newman",317.5,7,Classical,2,634.0,19.133787901454244
170,Young Adult, Middle School , Non-Urban ,Till It Hurts,Yellow Claw,"Rise Against, Angus & Julia Stone, Joan Sebastian",1.0,24,Classical,1,1.0,5.1704109779884115
171,Adult, Graduate , Non-Urban ,You Learn - 2015 Remastered,Alanis Morissette,Jorja Smith,707.0,29, Country,1,707.0,0.9441886212591999
172,Adult, High School , Non-Urban ,Crazy Little Thing Called Love - Remastered 2011,Queen,"The Kid LAROI, Simon & Garfunkel",244.5,44, Country,2,1.0,0.3355572004699246
173,Adult, High School , Non-Urban ,Maneater,Nelly Furtado,"The Temptations, Post Malone, Kid Ink",244.5,18, Country,2,488.0,29.770113801911346
174,Young Adult, High School , Non-Urban ,Sweet Thing,Mary J. Blige,"Feid, Anderson .Paak, Ava Max",648.5,32, Hip-Hop,2,287.0,0.20610242222153902
175,Young Adult, High School , Non-Urban ,The Hills,The Weeknd,"Offset, Manuel Turizo",648.5,24, Hip-Hop,2,1010.0,0.5660627459018396
176,Young Adult, High School , Urban ,Like I'm Gonna Lose You,Meghan Trainor,"Sofía Reyes, Brent Faiyaz, Lykke Li, Maren Morris, Ella Henderson",1.0,9,Emo,1,1.0,0.024907133935552248
177,Teen, High School , Urban ,Find Your Love,Drake,"Mambo Kingz, Zac Brown Band, ZHU",471.0,14, R&B,2,433.0,2.258024913579448
178,Teen, High School , Urban ,For Free,DJ Khaled,"Ninho, Arcade Fire, Ellie Goulding, Lizzo",471.0,24, R&B,2,980.0,1.61261460842014
179,Teen, High School , Urban ,Hold You Down,DJ Khaled,"Céline Dion, Felix Jaehn, Journey",471.0,9, R&B,2,433.0,0.272141668453288
180,Senior, High School , Non-Urban ,You Are,Armin van Buuren,"Danny Ocean, Stefflon Don, Trueno, Lee Brice",796.0,24, Folk/Acoustic,1,796.0,0.8319998077362597
181,Young Adult, High School , Non-Urban ,All This Time,OneRepublic,"BONES, Jimi Hendrix",510.0,24, Metal,1,510.0,0.6242804176922342
182,Adult, High School , Urban ,Look At Me!,XXXTENTACION,"ANAVITÓRIA, Outkast, Usher, Pop Smoke, Apache 207",1.0,7,Dark Trap,1,1.0,2.803088792266066
183,Teen, Undergraduate , Urban ,Pegao,Wisin & Yandel,"Oliver Tree, El Alfa",1359.0,17,Jazz,1,1359.0,13.509941972615954
184,Adult, Graduate , Non-Urban ,Heaven,Bryan Adams,Kid Ink,292.0,40, Country,3,1.0,2.6061480175721043
185,Adult, Graduate , Non-Urban ,Slide,Calvin Harris,"Deftones, Greeicy, Ricky Martin, KSI, The Neighbourhood",292.0,7, Country,3,1.0,4.172124860627147
186,Adult, Graduate , Non-Urban ,Let It Go - Bonus Track,Pentatonix,"Rels B, Jack Harlow",292.0,24, Country,3,874.0,0.33128468283781004
187,Young Adult, Middle School , Urban ,Myself,NAV,"Adele, Bob Marley & The Wailers, Milky Chance, MAGIC!, Major Lazer",1932.0,7,Rap,1,1932.0,0.4712280485267469
188,Teen, Undergraduate , Non-Urban ,R U Crazy - Radio Edit,Conor Maynard,Miguel,79.5,24,Classical,4,91.0,0.3922165621945906
189,Teen, Undergraduate , Non-Urban ,Autumn Leaves - 1987 Digital Remaster,Nat King Cole,"Selena, $NOT",79.5,71,Classical,4,225.0,0.3773296797075973
190,Teen, Undergraduate , Non-Urban ,"You're Gonna Go Far, Kid",The Offspring,"The Kid LAROI, Sum 41, Aerosmith, Michael Bublé",79.5,16,Classical,4,1.0,214.2522863896527
191,Teen, Undergraduate , Non-Urban ,Make You Feel My Love,Adele,"Camila, Two Feet",79.5,24,Classical,4,1.0,1.6536444706035371
192,Teen, Undergraduate , Urban ,Trap Queen,Fetty Wap,Led Zeppelin,174.0,9,Hiphop,1,174.0,35.778687058250526
193,Young Adult, High School , Non-Urban ,Friends (with BloodPop® & Julia Michaels) - Remix,Justin Bieber,"Frank Ocean, Thirty Seconds To Mars, The White Stripes, Joan Sebastian, Nicky Jam",1871.0,24, Rock,1,1871.0,0.907361944816916
194,Elderly, Undergraduate , Non-Urban ,Sad,Bo Burnham,"Tom Odell, Old Dominion, Ne-Yo, Avicii",387.5,11, Folk/Acoustic,2,30.0,2.2815181414649
195,Elderly, Undergraduate , Non-Urban ,FourFiveSeconds,Rihanna,Megadeth,387.5,24, Folk/Acoustic,2,745.0,0.6749871922718642
196,Senior, Middle School , Urban ,Superstition - Single Version,Stevie Wonder,"Dierks Bentley, DJ Khaled, ILLENIUM, Coldplay, Dolly Parton",1.0,24,Jazz,1,1.0,4.502424927996624
197,Senior, Undergraduate , Non-Urban ,All We Know,The Chainsmokers,"Eminem, Russ, Oliver Heldens, The Kooks",81.0,8, Folk/Acoustic,1,81.0,6.041237051121267
198,Teen, Middle School , Non-Urban ,In the Name of Love,Martin Garrix,"Pearl Jam, Ghostemane",1.0,24,Classical,1,1.0,0.45919126284370343
199,Senior, Middle School , Urban ,Halo,Beyoncé,"ZHU, Miracle Tones, Bruce Springsteen, Banda Los Recoditos",238.0,16,Dance/Electronic,2,381.0,2.513351303601807
200,Senior, Middle School , Urban ,Bubbly,Colbie Caillat,Lil Durk,238.0,17,Dance/Electronic,2,95.0,1.0360859156903295
201,Teen, Middle School , Urban ,Someday,The Strokes,"Timbaland, Juan Gabriel, Selena, Jhay Cortez, Backstreet Boys",100.0,23, Hip-Hop,2,1.0,160.90904214877511
202,Teen, Middle School , Urban ,Lemme Freak,Lil Dicky,"Shawn Mendes, Justin Quiles",100.0,24, Hip-Hop,2,199.0,4.478844782891889
203,Teen, High School , Non-Urban ,Fight Night,Migos,"Mike Perry, Cage The Elephant",1299.5,10, Metal,2,1.0,0.19000156237882548
204,Teen, High School , Non-Urban ,Rather Be (feat. Jess Glynne),Clean Bandit,"Capo Plaza, Frank Ocean",1299.5,24, Metal,2,2598.0,1.09675213128524
205,Teen, Undergraduate , Urban ,Hurts So Good,Astrid S,Alejandro Fernández,263.0,24,Dance/Electronic,2,1.0,33.379134803266474
206,Teen, Undergraduate , Urban ,Trouble,Cage The Elephant,WILLOW,263.0,9,Dance/Electronic,2,525.0,1.5892857102314137
207,Adult, Middle School , Non-Urban ,Beautiful,Snoop Dogg,"Seether, Wallows, benny blanco, Kendrick Lamar, Christina Aguilera",1226.0,24,Classical,2,1801.0,0.38354818583533457
208,Adult, Middle School , Non-Urban ,Shut Up And Drive,Rihanna,"Tyga, Robbie Williams, DENNIS, Kylie Minogue, Camilo",1226.0,17,Classical,2,651.0,10.519598526284497
209,Elderly, Middle School , Urban ,First Day Out,Tee Grizzley,The Neighbourhood,244.0,7,Underground Rap,1,244.0,0.45879608144216455
210,Adult, Middle School , Non-Urban ,I Will Always Love You - Hex Hector Radio Mix,Whitney Houston,"Frank Sinatra, Pop Smoke, Mon Laferte, Gwen Stefani, Pedro Capó",465.0,24,Dance/Electronic,1,465.0,0.2061577390705375
211,Senior, High School , Urban ,You’re Not Alone,Owl City,"The Vamps, MAX",387.0,24, Easy Listening,1,387.0,3.5771306158333123
212,Senior, Undergraduate , Non-Urban ,Heartless,Kanye West,Wiz Khalifa,831.0,24, Classical,1,831.0,1.204719228167204
213,Teen, Graduate , Non-Urban ,Exchange,Bryson Tiller,"Iron Maiden, Andrea Bocelli",1132.0,9,RnB,1,1132.0,2.5234304666059058
214,Young Adult, Middle School , Urban ,Bank Account,21 Savage,"Outkast, Tyga",1.0,7,Dark Trap,1,1.0,0.9233654426103457
215,Senior, Graduate , Urban ,This Love,Maroon 5,"Lil Durk, Jonas Brothers",162.5,22, Blues,2,1.0,0.11946456455903957
216,Senior, Graduate , Urban ,Pompeii,Bastille,ONE OK ROCK,162.5,11, Blues,2,324.0,0.8462061093625485
217,Senior, Graduate , Non-Urban ,Billie Jean,Michael Jackson,"Troye Sivan, Dave, Tom Odell",581.0,42, Country,2,48.0,3.745198198813899
218,Senior, Graduate , Non-Urban ,Legend,Drake,"Ozuna, Annie Lennox, Lionel Richie",581.0,9, Country,2,1114.0,0.06105247077263791
219,Teen, Undergraduate , Urban ,Too Rich For The Bitch,50 Cent,"Kings of Leon, Enya, The Beach Boys, Portugal. The Man, Hillsong UNITED",465.0,24,Classical,2,929.0,0.8350974286445911
220,Teen, Undergraduate , Urban ,Dear Boy,Avicii,"KAROL G, The Notorious B.I.G., Juice WRLD, Owl City",465.0,24,Classical,2,1.0,0.1188119960696601
221,Senior, Graduate , Non-Urban ,Nine In The Afternoon - Radio Mix,Panic! At The Disco,"Led Zeppelin, Myke Towers, Snoop Dogg, The Black Keys",349.5,16, Blues,2,326.0,0.5970140089431953
222,Senior, Graduate , Non-Urban ,Under You,Nick Jonas,"H.E.R., Glee Cast, Robin Schulz, Jeezy",349.5,24, Blues,2,373.0,0.8411348976282158
223,Senior, Graduate , Urban ,Hound Dog,Elvis Presley,"5 Seconds of Summer, Avicii",1079.0,66, Pop,1,1079.0,1.0313778976379566
224,Teen, Graduate , Non-Urban ,I Love It When You Cry (Moxoki) - Radio Edit,Steve Aoki,"Mark Ronson, Tame Impala, Burna Boy, Wiz Khalifa",316.0,24,Jazz,1,316.0,6.458040467565761
225,Teen, Graduate , Non-Urban ,Good Riddance (Time of Your Life),Green Day,"Bebe Rexha, Lil Mosey, Ella Henderson",119.0,27,Underground Rap,1,119.0,2.36065572480516
226,Young Adult, Undergraduate , Urban ,Levels - Radio Edit,Avicii,"Banda El Recodo, Topic",339.5,11, Rock,2,363.0,0.7097027035674542
227,Young Adult, Undergraduate , Urban ,Lose Yourself - Soundtrack Version,Eminem,La Oreja de Van Gogh,339.5,24, Rock,2,316.0,0.39622088433065994
228,Young Adult, Graduate , Urban ,Money Longer,Lil Uzi Vert,"Bruno Mars, Yellow Claw, Mitski, Juan Gabriel",272.5,8, Classical,4,860.0,1.4907233033855938
229,Young Adult, Graduate , Urban ,Valley Girls,blackbear,"The Rolling Stones, Kollegah",272.5,24, Classical,4,1.0,7.269260469901854
230,Young Adult, Graduate , Urban ,Big Poppa,The Notorious B.I.G.,"Morgan Wallen, Nacho, Bibi und Tina, Johnny Cash, Gwen Stefani",272.5,30, Classical,4,226.0,1.3372092992157922
231,Young Adult, Graduate , Urban ,Kiss Tomorrow Goodbye,Luke Bryan,"Lil Skies, One Direction, Ruth B., Ms. Lauryn Hill, Beach House",272.5,13, Classical,4,3.0,0.6961793721542525
232,Teen, High School , Non-Urban ,The Zone,The Weeknd,"Machine Gun Kelly, Dierks Bentley, Prince Royce",549.0,12, Soul,1,549.0,1.088344208276473
233,Teen, Graduate , Urban ,I'm the One,DJ Khaled,"One Direction, Sade",1.0,7,Dance/Electronic,2,1.0,1.1330497506919968
234,Teen, Graduate , Urban ,Over You,Miranda Lambert,"Bibi Blocksberg, Alice In Chains, Passenger",1.0,13,Dance/Electronic,2,1.0,0.9099585660861514
235,Adult, High School , Non-Urban ,Humble And Kind,Tim McGraw,Madonna,1.0,9, Easy Listening,1,1.0,1.6900830221540561
236,Teen, Middle School , Urban ,Gucci Gang,Lil Pump,A Day To Remember,1.0,7,Dark Trap,1,1.0,2.18828450967245
237,Teen, Undergraduate , Non-Urban ,Get Down,Hardwell,"Baby Keem, Gerardo Ortiz, Ryan Lewis",1.0,24,Jazz,1,1.0,0.16044206096418692
238,Teen, Graduate , Urban ,U Remind Me,Usher,"Mumford & Sons, Los Tucanes De Tijuana, Kendrick Lamar, Måneskin, Sting",258.0,23,Classical,2,292.0,1.4037808193298387
239,Teen, Graduate , Urban ,Blown Away,Carrie Underwood,"Carlos Vives, Nicki Minaj, Rascal Flatts, Jonas Brothers, Foster The People",258.0,12,Classical,2,224.0,1.033643547770385
240,Senior, Middle School , Non-Urban ,Breakdown,Jack Johnson,"Gerardo Ortiz, Billy Joel, Kelly Rowland, Miley Cyrus, Why Don't We",405.5,19,Classical,2,693.0,0.020371443958860085
241,Senior, Middle School , Non-Urban ,Got It All (This Can't Be Living Now),Portugal. The Man,"Pusha T, Arizona Zervas, Rels B, TINI",405.5,24,Classical,2,118.0,0.6375076375598102
242,Teen, Undergraduate , Non-Urban ,Stone Cold,Demi Lovato,"Louis Tomlinson, The White Stripes, Thalia, Feid, Daryl Hall & John Oates",333.5,9,Hip-Hop,2,68.0,0.619918661689516
243,Teen, Undergraduate , Non-Urban ,So Fine,Sean Paul,The Goo Goo Dolls,333.5,15,Hip-Hop,2,599.0,0.8570816573712936
244,Senior, Middle School , Urban ,Smooth Criminal - 2012 Remaster,Michael Jackson,"Shawn Mendes, Vampire Weekend, Polo G, Sebastian Yatra",1.0,37, Dance/Electronic,3,1.0,1.422431436127137
245,Elderly, Graduate , Non-Urban ,Stuck In The Moment - Acoustic Version,Justin Bieber,"Måneskin, Linkin Park, José José, Kid Ink",381.0,24, Christian/Gospel  ,2,761.0,3.895063056603987
246,Elderly, Graduate , Non-Urban ,Simple Man,Lynyrd Skynyrd,"Jonas Brothers, X Ambassadors, Maria Becerra",381.0,24, Christian/Gospel  ,2,1.0,2.654797883454493
247,Teen, Middle School , Urban ,Borro Cassette,Maluma,"A Boogie Wit da Hoodie, Big Sean, Eric Church, Ben&Ben",140.0,9, Hip-Hop,3,1.0,0.44823292747574617
248,Teen, Middle School , Urban ,Lose It,Oh Wonder,"Darell, Yandel, Lenny Tavárez, Keane, Matheus & Kauan",140.0,9, Hip-Hop,3,1.0,0.3684285346760172
249,Teen, Middle School , Urban ,All of Me,John Legend,"Baby Keem, Kontra K",140.0,24, Hip-Hop,3,418.0,0.32223676226812015
250,Senior, Middle School , Non-Urban ,Miami,Will Smith,"TLC, Armin van Buuren",9.0,27,Hiphop,2,17.0,0.6060917310606555
251,Senior, Middle School , Non-Urban ,Canadian Goose,Lil Uzi Vert,Swae Lee,9.0,24,Hiphop,2,1.0,0.6016124496685815
252,Adult, Graduate , Non-Urban ,Dynamite,Taio Cruz,"La Arrolladora Banda El Limón De Rene Camacho, XXXTENTACION",110.0,14, Rock,2,1.0,3.2370918732957596
253,Adult, Graduate , Non-Urban ,Back To Back,Drake,"Dan + Shay, Pink Floyd, Sade",110.0,9, Rock,2,219.0,1.0483026162204052
254,Elderly, Middle School , Non-Urban ,Brown Eyed Girl,Van Morrison,"Gucci Mane, Counting Crows, Don Toliver, Jeezy",1463.0,57,Dance/Electronic,1,1463.0,3.15135133431702
255,Elderly, Undergraduate , Urban ,Some Nights,fun.,"Lil Kleine, The Lumineers, Jessie J, Bethel Music, Coldplay",58.0,12, Folk/Acoustic,1,58.0,4.651002919906428
256,Teen, Graduate , Non-Urban ,Parking Lot Party,Lee Brice,"Mike Posner, Dilsinho, Iggy Azalea, Three Days Grace",677.0,12,Classical,2,125.0,5.8839429968232
257,Teen, Graduate , Non-Urban ,You're Such A,Hailee Steinfeld,"Foo Fighters, Vince Staples, a-ha",677.0,24,Classical,2,1229.0,0.6240855264477118
258,Elderly, High School , Non-Urban ,Paint It Black,The Rolling Stones,Tyler Childers,628.0,24, Christian/Gospel,1,628.0,0.543021951603683
259,Teen, Undergraduate , Non-Urban ,Versace (Remix),Migos,Tory Lanez,199.5,24,Dance/Electronic,2,398.0,1.481332225625526
260,Teen, Undergraduate , Non-Urban ,Sirens,Pearl Jam,"a-ha, Mora",199.5,24,Dance/Electronic,2,1.0,0.06333004783499961
261,Teen, Undergraduate , Non-Urban ,Wild Wild Love,Pitbull,"Jasmine Thompson, The Clash, Chelsea Cutler, Tina Turner",360.0,10,Dance/Electronic,1,360.0,0.6589632252332879
262,Teen, High School , Urban ,Heartache On The Dance Floor,Jon Pardi,"Central Cee, Dierks Bentley, $NOT, Samra, Frank Sinatra",998.0,8, Soul,2,1101.0,2.923087152012972
263,Teen, High School , Urban ,Buy U a Drank (Shawty Snappin'),T-Pain,"Lil Wayne, Meek Mill, Madonna",998.0,24, Soul,2,895.0,7.390154601536674
264,Senior, High School , Non-Urban ,Lovebug,Jonas Brothers,"Offset, CHVRCHES",157.0,24, Folk/Acoustic,1,157.0,3.45088647822709
265,Elderly, Graduate , Non-Urban ,Livin' On A Prayer,Bon Jovi,"YNW Melly, Mau y Ricky",1.0,24, Classical,1,1.0,3.4635297781881893
266,Adult, Graduate , Urban ,Stand by Your Gun,George Ezra,"Jessie J, Gotye, MEDUZA",318.6666666666667,24, Classical,3,410.0,1.8352408094228323
267,Adult, Graduate , Urban ,Shut Up and Dance,WALK THE MOON,"GIMS, MEDUZA, Halsey, Panic! At The Disco, Three Days Grace",318.6666666666667,10, Classical,3,232.0,123.5377855152945
268,Adult, Graduate , Urban ,Bad and Boujee (feat. Lil Uzi Vert),Migos,Silk Sonic,318.6666666666667,7, Classical,3,314.0,4.346252368286362
269,Elderly, Undergraduate , Non-Urban ,Guitars And Tiki Bars,Kenny Chesney,"Os Barões Da Pisadinha, Jessie J, Metallica, Melanie Martinez",418.0,24, Christian/Gospel,1,418.0,1.3047219905197749
270,Young Adult, Middle School , Non-Urban ,Shining Star,"Earth, Wind & Fire","Arijit Singh, Polo G, GIMS, Kontra K, Iggy Azalea",609.0,49,Hip-Hop,1,609.0,0.7209582569904842
271,Teen, Graduate , Urban ,I Want You Back,The Jackson 5,"The Head And The Heart, Fifth Harmony, Lil Kleine, Shania Twain",1.0,24,Dark Trap,3,1.0,1.0851058765722763
272,Teen, Graduate , Urban ,Say You Won't Let Go,James Arthur,"Kungs, Sting, KAROL G, Ryan Lewis",1.0,8,Dark Trap,3,1.0,0.801438847767714
273,Young Adult, Undergraduate , Non-Urban ,Drunk in Love,Beyoncé,Seeb,478.0,10, Dance/Electronic,1,478.0,0.7434761758518683
274,Elderly, Middle School , Urban ,Buttons,The Pussycat Dolls,Vicente Fernández,288.0,19,RnB,1,288.0,0.4355236717680575
275,Adult, Undergraduate , Non-Urban ,Guaya Guaya,Don Omar,"Greeicy, Paramore",1.0,24, Country,1,1.0,0.9182454793011182
276,Teen, Graduate , Urban ,La Bomba,Ricky Martin,"System Of A Down, Lil Skies",1.0,26,Dance/Electronic,1,1.0,1.6334972154980605
277,Senior, Undergraduate , Urban ,Like a Boy,Ciara,"Nicky Jam, NF, Icona Pop, Nacho",309.0,18,RnB,1,309.0,0.9811072573083529
278,Adult, Undergraduate , Non-Urban ,Born In The U.S.A.,Bruce Springsteen,Sasha Alex Sloan,1.0,24, Classical,1,1.0,0.4428225330631322
279,Teen, Graduate , Urban ,Turn Down for What,DJ Snake,"The Cranberries, Lil Uzi Vert, Dido, Luan Santana, Calum Scott",818.0,11,Hip-Hop,2,1259.0,746.7282740857253
280,Teen, Graduate , Urban ,Heatstroke,Calvin Harris,"Mötley Crüe, Jul, TWICE, Petit Biscuit, Thalia",818.0,24,Hip-Hop,2,377.0,3.4081402254494715
281,Elderly, Undergraduate , Urban ,Hotline Bling,Drake,"Bryce Vine, Halsey, PARTYNEXTDOOR",1531.0,24, Christian/Gospel,1,1531.0,1.1415485394798968
282,Elderly, Middle School , Non-Urban ,Season 2 Episode 3,Glass Animals,"The Who, David Bisbal, Galantis, Oliver Heldens",300.0,8,Dance/Electronic,1,300.0,8.11600351903895
283,Senior, Undergraduate , Non-Urban ,"Atlas, Rise!",Metallica,"Megan Thee Stallion, Glee Cast, The Score, Loud Luxury",248.0,24, Blues,1,248.0,2.288643882997897
284,Teen, Middle School , Non-Urban ,Where The Blacktop Ends,Keith Urban,"Gwen Stefani, Jonas Brothers",1.0,24,Rock,1,1.0,0.5542161388495165
285,Teen, Graduate , Non-Urban ,What Do You Mean?,Justin Bieber,"Rod Wave, Imanbek, Giveon, fun., $NOT",408.5,24, Rock,4,964.0,29.404122648031368
286,Teen, Graduate , Non-Urban ,Drunk On You,Luke Bryan,"Tyler Childers, Ariana Grande, Simone & Simaria",408.5,13, Rock,4,348.0,2.5017906221334854
287,Teen, Graduate , Non-Urban ,Don't Let Me Down - Illenium Remix,The Chainsmokers,Kylie Minogue,408.5,8, Rock,4,321.0,8.735019857056994
288,Teen, Middle School , Non-Urban ,John,Lil Wayne,"The Smashing Pumpkins, Rels B",703.0,13, Dance/Electronic,2,131.0,20.372230967413625
289,Teen, Middle School , Non-Urban ,Guilty Conscience,Eminem,"Trippie Redd, Camila, Natanael Cano, Diplo, Saweetie",703.0,24, Dance/Electronic,2,1275.0,2.235712354048091
290,Senior, Graduate , Non-Urban ,Back Against The Wall,Cage The Elephant,"Dermot Kennedy, Tame Impala",406.0,24, Folk/Acoustic,2,511.0,0.24140885580120908
291,Senior, Undergraduate , Non-Urban ,Litty (feat. Tory Lanez),Meek Mill,"Manuel Turizo, Metallica, Steve Lacy, Aloe Blacc",230.5,8, Classical,2,1.0,0.5118331512193424
292,Senior, Undergraduate , Non-Urban ,Tears (feat. Louisa Johnson),Clean Bandit,D-Block Europe,230.5,8, Classical,2,460.0,1.6936544348005305
293,Senior, High School , Non-Urban ,Chocolate,The 1975,"Disney, Cristian Castro, Thomas Rhett, Mitski",1.0,11, Classical,1,1.0,1763.1545805365024
294,Young Adult, High School , Non-Urban ,Ride Slow,Russ,"TOMORROW X TOGETHER, Glass Animals, Jessie J, Pharrell Williams",1455.0,7,Rap,1,1455.0,0.041067791107234346
295,Elderly, Graduate , Urban ,Summer Love,Justin Timberlake,"Rae Sremmurd, Florence + The Machine, ABBA, Trevor Daniel, Jorge & Mateus",970.0,24, Folk/Acoustic,1,970.0,1.1211063723262809
296,Young Adult, Graduate , Urban ,Felices los 4 - Salsa Version,Maluma,"Steve Lacy, Hungria Hip Hop",292.6,24, Pop,3,206.0,0.9611278762531092
297,Young Adult, Graduate , Urban ,Kryptonite,3 Doors Down,"Andy Grammer, Taio Cruz, Bethel Music, King Von, Chris Brown",292.6,24, Pop,3,445.0,130.27106471821313
298,Young Adult, Graduate , Urban ,Cold Blue Rain,Milky Chance,"Natiruts, Calibre 50, Nas, Cash Cash, *NSYNC",292.6,24, Pop,3,206.0,0.01101537309301542
